input_box_index,gt_box_index,iou
238,1,0.0
239,0,0.0
239,1,0.0
240,0,0.0
240,1,0.0
241,0,0.0
241,1,0.0
242,0,0.0
242,1,0.0
243,0,0.0
243,1,0.0
244,0,0.0
244,1,0.0
245,0,0.0
245,1,0.0
246,0,0.0
246,1,0.0
247,0,0.0
247,1,0.0
248,0,0.0
248,1,0.0
249,0,0.0
249,1,0.0
250,0,0.0
250,1,0.0
251,0,0.0
251,1,0.0
252,0,0.0
252,1,0.0
253,0,0.0
253,1,0.0
254,0,0.0
254,1,0.0
255,0,0.0
255,1,0.0
256,0,0.0
256,1,0.0
257,0,0.0
257,1,0.0
258,0,0.0
258,1,0.0
259,0,0.0
259,1,0.0
260,0,0.0
260,1,0.0
261,0,0.0
261,1,0.0
262,0,0.0
262,1,0.0
263,0,0.0
263,1,0.0
264,0,0.0
264,1,0.0
265,0,0.0
265,1,0.0
266,0,0.0
266,1,0.0
267,0,0.0
267,1,0.0
268,0,0.0
268,1,0.0
269,0,0.0
269,1,0.0
270,0,0.0
270,1,0.0
271,0,0.0
271,1,0.0
272,0,0.0
272,1,0.0
273,0,0.0
273,1,0.0
274,0,0.0
274,1,0.0
275,0,0.0
275,1,0.0
276,0,0.0
276,1,0.0
277,0,0.0
277,1,0.0
278,0,0.0
278,1,0.0
279,0,0.0
279,1,0.0
280,0,0.0
280,1,0.0
281,0,0.0
281,1,0.0
282,0,0.0
282,1,0.0
283,0,0.0
283,1,0.0
284,0,0.0
284,1,0.0
285,0,0.0
285,1,0.0
286,0,0.0
286,1,0.0
287,0,0.0
287,1,0.0
288,0,0.0
288,1,0.0
289,0,0.0
289,1,0.0
290,0,0.0
290,1,0.0
291,0,0.0
291,1,0.0
292,0,0.0
292,1,0.0
293,0,0.0
293,1,0.0
294,0,0.0
294,1,0.0
295,0,0.0
295,1,0.0
296,0,0.0
296,1,0.0
297,0,0.0
297,1,0.0
298,0,0.0
298,1,0.0
299,0,0.0
299,1,0.0
300,0,0.0
300,1,0.0
301,0,0.0
301,1,0.0
302,0,0.0
302,1,0.0
303,0,0.0
303,1,0.0
304,0,0.0
304,1,0.0
305,0,0.0
305,1,0.0
306,0,0.0
306,1,0.0
307,0,0.0
307,1,0.0
308,0,0.0
308,1,0.0
309,0,0.0
309,1,0.0
310,0,0.0
310,1,0.0
311,0,0.0
311,1,0.0
312,0,0.0
312,1,0.0
313,0,0.0
313,1,0.0
314,0,0.0
314,1,0.0
315,0,0.0
315,1,0.0
316,0,0.0
316,1,0.0
317,0,0.0
317,1,0.0
318,0,0.0
318,1,0.0
319,0,0.0
319,1,0.0
320,0,0.0
320,1,0.0
321,0,0.0
321,1,0.0
322,0,0.0
322,1,0.0
323,0,0.0
323,1,0.0
324,0,0.0
324,1,0.0
325,0,0.0
325,1,0.0
326,0,0.0
326,1,0.0
327,0,0.0
327,1,0.0
328,0,0.0
328,1,0.0
329,0,0.0
329,1,0.0
330,0,0.0
330,1,0.0
331,0,0.0
331,1,0.0
332,0,0.0
332,1,0.0
333,0,0.0
333,1,0.0
334,0,0.0
334,1,0.0
335,0,0.0
335,1,0.0
336,0,0.0
336,1,0.0
337,0,0.0
337,1,0.0
338,0,0.0
338,1,0.0
339,0,0.0
339,1,0.0
340,0,0.0
340,1,0.0
341,0,0.0
341,1,0.0
342,0,0.0
342,1,0.0
343,0,0.0
343,1,0.0
344,0,0.0
344,1,0.0
345,0,0.0
345,1,0.0
346,0,0.0
346,1,0.0
347,0,0.0
347,1,0.0
348,0,0.0
348,1,0.0
349,0,0.0
349,1,0.0
350,0,0.0
350,1,0.0
351,0,0.0
351,1,0.0
352,0,0.0
352,1,0.0
353,0,0.0
353,1,0.0
354,0,0.0
354,1,0.0
355,0,0.0
355,1,0.0
356,0,0.0
356,1,0.0
357,0,0.0
357,1,0.0
358,0,0.0
358,1,0.0
359,0,0.0
359,1,0.0
360,0,0.0
360,1,0.0
361,0,0.0
361,1,0.0
362,0,0.0
362,1,0.0
363,0,0.0
363,1,0.0
364,0,0.0
364,1,0.0
365,0,0.0
365,1,0.0
366,0,0.0
366,1,0.0
367,0,0.0
367,1,0.0
368,0,0.0
368,1,0.0
369,0,0.0
369,1,0.0
370,0,0.0
370,1,0.0
371,0,0.0
371,1,0.0
372,0,0.0
372,1,0.0
373,0,0.0
373,1,0.0
374,0,0.0
374,1,0.0
375,0,0.0
375,1,0.0
376,0,0.0
376,1,0.0
377,0,0.0
377,1,0.0
378,0,0.0
378,1,0.0
379,0,0.0
379,1,0.0
380,0,0.0
380,1,0.0
381,0,0.0
381,1,0.0
382,0,0.0
382,1,0.0
383,0,0.0
383,1,0.0
384,0,0.0
384,1,0.0
385,0,0.0
385,1,0.0
386,0,0.0
386,1,0.0
387,0,0.0
387,1,0.0
388,0,0.0
388,1,0.0
389,0,0.0
389,1,0.0
390,0,0.0
390,1,0.0
391,0,0.0
391,1,0.0
392,0,0.0
392,1,0.0
393,0,0.0
393,1,0.0
394,0,0.0
394,1,0.0
395,0,0.0
395,1,0.0
396,0,0.0
396,1,0.0
397,0,0.0
397,1,0.0
398,0,0.0
398,1,0.0
399,0,0.0
399,1,0.0
400,0,0.0
400,1,0.0
401,0,0.0
401,1,0.0
402,0,0.0
402,1,0.0
403,0,0.0
403,1,0.0
404,0,0.0
404,1,0.0
405,0,0.0
405,1,0.0
406,0,0.0
406,1,0.0
407,0,0.0
407,1,0.0
408,0,0.0
408,1,0.0
409,0,0.0
409,1,0.0
410,0,0.0
410,1,0.0
411,0,0.0
411,1,0.0
412,0,0.0
412,1,0.0
413,0,0.0
413,1,0.0
414,0,0.0
414,1,0.0
415,0,0.0
415,1,0.0
416,0,0.0
416,1,0.0
417,0,0.0
417,1,0.0
418,0,0.0
418,1,0.0
419,0,0.0
419,1,0.0
420,0,0.0
420,1,0.0
421,0,0.0
421,1,0.0
422,0,0.0
422,1,0.0
423,0,0.0
423,1,0.0
424,0,0.0
424,1,0.0
425,0,0.0
425,1,0.0
426,0,0.0
426,1,0.0
427,0,0.0
427,1,0.0
428,0,0.0
428,1,0.0
429,0,0.0
429,1,0.0
430,0,0.0
430,1,0.0
431,0,0.0
431,1,0.0
432,0,0.0
432,1,0.0
433,0,0.0
433,1,0.0
434,0,0.0
434,1,0.0
435,0,0.0
435,1,0.0
436,0,0.0
436,1,0.0
437,0,0.0
437,1,0.0
438,0,0.0
438,1,0.0
439,0,0.0
439,1,0.0
440,0,0.0
440,1,0.0
441,0,0.0
441,1,0.0
442,0,0.0
442,1,0.0
443,0,0.0
443,1,0.0
444,0,0.0
444,1,0.0
445,0,0.0
445,1,0.0
446,0,0.0
446,1,0.0
447,0,0.0
447,1,0.0
448,0,0.0
448,1,0.0
449,0,0.0
449,1,0.0
450,0,0.0
450,1,0.0
451,0,0.0
451,1,0.0
452,0,0.0
452,1,0.0
453,0,0.0
453,1,0.0
454,0,0.0
454,1,0.0
455,0,0.0
455,1,0.0
456,0,0.0
456,1,0.0
457,0,0.0
457,1,0.0
458,0,0.0
458,1,0.0
459,0,0.0
459,1,0.0
460,0,0.0
460,1,0.0
461,0,0.0
461,1,0.0
462,0,0.0
462,1,0.0
463,0,0.0
463,1,0.0
464,0,0.0
464,1,0.0
465,0,0.0
465,1,0.0
466,0,0.0
466,1,0.0
467,0,0.0
467,1,0.0
468,0,0.0
468,1,0.0
469,0,0.0
469,1,0.0
470,0,0.0
470,1,0.0
471,0,0.0
471,1,0.0
472,0,0.0
472,1,0.0
473,0,0.0
473,1,0.0
474,0,0.0
474,1,0.0
475,0,0.0
475,1,0.0
476,0,0.0
476,1,0.0
477,0,0.0
477,1,0.0
478,0,0.0
478,1,0.0
479,0,0.0
479,1,0.0
480,0,0.0
480,1,0.0
481,0,0.0
481,1,0.0
482,0,0.0
482,1,0.0
483,0,0.0
483,1,0.0
484,0,0.0
484,1,0.0
485,0,0.0
485,1,0.0
486,0,0.0
486,1,0.0
487,0,0.0
487,1,0.0
488,0,0.0
488,1,0.0
489,0,0.0
489,1,0.0
490,0,0.0
490,1,0.0
491,0,0.0
491,1,0.0
492,0,0.0
492,1,0.0
493,0,0.0
493,1,0.0
494,0,0.0
494,1,0.0
495,0,0.0
495,1,0.0
496,0,0.0
496,1,0.0
497,0,0.0
497,1,0.0
498,0,0.0
498,1,0.0
499,0,0.0
499,1,0.0
500,0,0.0
500,1,0.0
501,0,0.0
501,1,0.0
502,0,0.0
502,1,0.0
503,0,0.0
503,1,0.0
504,0,0.0
504,1,0.0
505,0,0.0
505,1,0.0
506,0,0.0
506,1,0.0
507,0,0.0
507,1,0.0
508,0,0.0
508,1,0.0
509,0,0.0
509,1,0.0
510,0,0.0
510,1,0.0
511,0,0.0
511,1,0.0
512,0,0.0
512,1,0.0
513,0,0.0
513,1,0.0
514,0,0.0
514,1,0.0
515,0,0.0
515,1,0.0
516,0,0.0
516,1,0.0
517,0,0.0
517,1,0.0
518,0,0.0
518,1,0.0
519,0,0.0025519774598988646
519,1,0.0
520,0,0.0
520,1,0.0
521,0,0.0
521,1,0.0
522,0,0.0
522,1,0.0
523,0,0.00672487266783459
523,1,0.0
524,0,0.0
524,1,0.0
525,0,0.0
525,1,0.0
526,0,0.0
526,1,0.0
527,0,0.0
527,1,0.0
528,0,0.010932650526510827
528,1,0.0
529,0,0.0
529,1,0.0
530,0,0.0
530,1,0.0
531,0,0.0
531,1,0.0
532,0,0.0
532,1,0.0
533,0,0.015175750265680953
533,1,0.0
534,0,0.0
534,1,0.0
535,0,0.0
535,1,0.0
536,0,0.0
536,1,0.0
537,0,0.0
537,1,0.0
538,0,0.0194546185203432
538,1,0.0
539,0,0.0
539,1,0.0
540,0,0.0
540,1,0.0
541,0,0.0
541,1,0.0
542,0,0.0
542,1,0.0
543,0,0.023769709487463184
543,1,0.0
544,0,0.0
544,1,0.0
545,0,0.0
545,1,0.0
546,0,0.0
546,1,0.0
547,0,0.0
547,1,0.0
548,0,0.0281214850866936
548,1,0.0
549,0,0.0
549,1,0.0
550,0,0.0
550,1,0.0
551,0,0.0
551,1,0.0
552,0,0.0
552,1,0.0
553,0,0.032510415125210405
553,1,0.0
554,0,0.0
554,1,0.0
555,0,0.0
555,1,0.0
556,0,0.0
556,1,0.0
557,0,0.0
557,1,0.0
558,0,0.0369369774667892
558,1,0.0
559,0,0.0
559,1,0.0
560,0,0.0
560,1,0.0
561,0,0.0
561,1,0.0
562,0,0.0
562,1,0.0
563,0,0.041401658205249395
563,1,0.0
564,0,0.0
564,1,0.0
565,0,0.0
565,1,0.0
566,0,0.0
566,1,0.0
567,0,0.0
567,1,0.0
568,0,0.045904951842398574
568,1,0.0
569,0,0.0
569,1,0.0
570,0,0.0
570,1,0.0
571,0,0.0
571,1,0.0
572,0,0.0
572,1,0.0
573,0,0.05044736147061373
573,1,0.0
574,0,0.0
574,1,0.0
575,0,0.0
575,1,0.0
576,0,0.0
576,1,0.0
577,0,0.0
577,1,0.0
578,0,0.05502939896020103
578,1,0.0
579,0,0.0
579,1,0.0
580,0,0.0
580,1,0.0
581,0,0.0
581,1,0.0
582,0,0.0
582,1,0.0
583,0,0.05965158515168059
583,1,0.0
584,0,0.0
584,1,0.0
585,0,0.0
585,1,0.0
586,0,0.0
586,1,0.0
587,0,0.0
587,1,0.0
588,0,0.06431445005314805
588,1,0.0
589,0,0.0
589,1,0.0
590,0,0.0
590,1,0.0
591,0,0.0
591,1,0.0
592,0,0.0
592,1,0.0
593,0,0.06901853304286991
593,1,0.0
594,0,0.0
594,1,0.0
595,0,0.0
595,1,0.0
596,0,0.0
596,1,0.0
597,0,0.0
597,1,0.0
598,0,0.07083751930037349
598,1,0.0
599,0,0.0
599,1,0.0
600,0,0.0
600,1,0.0
601,0,0.0
601,1,0.0
602,0,0.0
602,1,0.0
603,0,0.07083751930037349
603,1,0.0
604,0,0.0
604,1,0.0
605,0,0.0
605,1,0.0
606,0,0.0
606,1,0.0
607,0,0.0
607,1,0.0
608,0,0.07083751930037349
608,1,0.0
609,0,0.0
609,1,0.0
610,0,0.0
610,1,0.0
611,0,0.0
611,1,0.0
612,0,0.0
612,1,0.0
613,0,0.07083751930037349
613,1,0.0
614,0,0.0
614,1,0.0
615,0,0.0
615,1,0.0
616,0,0.0
616,1,0.0
617,0,0.0
617,1,0.0
618,0,0.07083751930037349
618,1,0.0
619,0,0.0
619,1,0.0
620,0,0.0
620,1,0.0
621,0,0.0
621,1,0.0
622,0,0.0
622,1,0.0
623,0,0.07083751930037349
623,1,0.0
624,0,0.0
624,1,0.0
625,0,0.0
625,1,0.0
626,0,0.0
626,1,0.0
627,0,0.0
627,1,0.0
628,0,0.07083751930037349
628,1,0.0
629,0,0.0
629,1,0.0
630,0,0.0
630,1,0.0
631,0,0.0
631,1,0.0
632,0,0.0
632,1,0.0
633,0,0.06900088787265297
633,1,0.0
634,0,0.0
634,1,0.0
635,0,0.0
635,1,0.0
636,0,0.0
636,1,0.0
637,0,0.0
637,1,0.0
638,0,0.06429695983074231
638,1,0.0
639,0,0.0
639,1,0.0
640,0,0.0
640,1,0.0
641,0,0.0
641,1,0.0
642,0,0.0
642,1,0.0
643,0,0.059634247845042815
643,1,0.0
644,0,0.0
644,1,0.0
645,0,0.0
645,1,0.0
646,0,0.0
646,1,0.0
647,0,0.0
647,1,0.0
648,0,0.05501221257266524
648,1,0.0
649,0,0.0
649,1,0.0
650,0,0.0
650,1,0.0
651,0,0.0
651,1,0.0
652,0,0.0
652,1,0.0
653,0,0.050430324040124666
653,1,0.0
654,0,0.0
654,1,0.0
655,0,0.0
655,1,0.0
656,0,0.0
656,1,0.0
657,0,0.0
657,1,0.0
658,0,0.045888061440764974
658,1,0.0
659,0,0.0
659,1,0.0
660,0,0.0
660,1,0.0
661,0,0.0
661,1,0.0
662,0,0.0
662,1,0.0
663,0,0.041384912937416564
663,1,0.0
664,0,0.0
664,1,0.0
665,0,0.0
665,1,0.0
666,0,0.0
666,1,0.0
667,0,0.036920375470130204
667,1,0.0
668,0,0.0
668,1,0.0
669,0,0.0
669,1,0.0
670,0,0.0
670,1,0.0
671,0,0.03249395456883543
671,1,0.0
672,0,0.0
672,1,0.0
673,0,0.0
673,1,0.0
674,0,0.0
674,1,0.0
675,0,0.02810516417077683
675,1,0.0
676,0,0.0
676,1,0.0
677,0,0.0
677,1,0.0
678,0,0.0
678,1,0.0
679,0,0.0
679,1,0.0
680,0,0.0
680,1,0.0
681,0,0.0
681,1,0.0
682,0,0.0
682,1,0.0
683,0,0.0
683,1,0.0
684,0,0.0
684,1,0.0
685,0,0.0
685,1,0.0
686,0,0.0
686,1,0.0
687,0,0.0
687,1,0.0
688,0,0.0
688,1,0.0
689,0,0.0
689,1,0.0
690,0,0.0
690,1,0.0
691,0,0.0
691,1,0.0
692,0,0.0
692,1,0.0
693,0,0.0
693,1,0.0
694,0,0.0
694,1,0.0
695,0,0.0
695,1,0.0
696,0,0.0
696,1,0.0
697,0,0.0
697,1,0.0
698,0,0.0
698,1,0.0
699,0,0.0
699,1,0.0
700,0,0.0
700,1,0.0
701,0,0.0
701,1,0.0
702,0,0.0
702,1,0.0
703,0,0.0
703,1,0.0
704,0,0.0
704,1,0.0
705,0,0.0036762808694373824
705,1,0.0
706,0,0.0
706,1,0.0
707,0,0.0
707,1,0.0
708,0,0.0
708,1,0.0
709,0,0.00970539083378405
709,1,0.0
710,0,0.0
710,1,0.0
711,0,0.0
711,1,0.0
712,0,0.010163866715890774
712,1,0.0
713,0,0.0
713,1,0.0
714,0,0.015807372586919947
714,1,0.0
715,0,0.0
715,1,0.0
716,0,0.0
716,1,0.0
717,0,0.01189841533824075
717,1,0.0
718,0,0.0
718,1,0.0
719,0,0.021983555326179856
719,1,0.0
720,0,0.0
720,1,0.0
721,0,0.0
721,1,0.0
722,0,0.013638930980528199
722,1,0.0
723,0,0.0
723,1,0.0
724,0,0.028235300773114216
724,1,0.0
725,0,0.0
725,1,0.0
726,0,0.0
726,1,0.0
727,0,0.01538544448651984
727,1,0.0
728,0,0.0
728,1,0.0
729,0,0.03456400417440842
729,1,0.0
730,0,0.0011579507993038798
730,1,0.0
731,0,0.0
731,1,0.0
732,0,0.017137986912926215
732,1,0.0
733,0,0.0
733,1,0.0
734,0,0.04097109533999451
734,1,0.0
735,0,0.003775203223972446
735,1,0.0
736,0,0.0
736,1,0.0
737,0,0.018896589531242524
737,1,0.0
738,0,0.0
738,1,0.0
739,0,0.04745803971997761
739,1,0.0
740,0,0.006406175690829747
740,1,0.0
741,0,0.0
741,1,0.0
742,0,0.020661283829608645
742,1,0.0
743,0,0.0
743,1,0.0
744,0,0.05402633952208089
744,1,0.0
745,0,0.00905097636726705
745,1,0.0
746,0,0.0
746,1,0.0
747,0,0.02243210151468849
747,1,0.0
748,0,0.0
748,1,0.0
749,0,0.06067753487139884
749,1,0.0
750,0,0.011709714560712287
750,1,0.0
751,0,0.0
751,1,0.0
752,0,0.024209074513568952
752,1,0.0
753,0,0.0
753,1,0.0
754,0,0.06741320501433952
754,1,0.0
755,0,0.014382500733689064
755,1,0.0
756,0,0.0
756,1,0.0
757,0,0.02599223497567873
757,1,0.0
758,0,0.0
758,1,0.0
759,0,0.07423496956873275
759,1,0.0
760,0,0.014952969760919964
760,1,0.0
761,0,0.0
761,1,0.0
762,0,0.027781615274727178
762,1,0.0
763,0,0.0
763,1,0.0
764,0,0.08114448982218272
764,1,0.0
765,0,0.014952969760919964
765,1,0.0
766,0,0.0
766,1,0.0
767,0,0.029577248010663488
767,1,0.0
768,0,0.0
768,1,0.0
769,0,0.08814347008085127
769,1,0.0
770,0,0.014952969760919964
770,1,0.0
771,0,0.0
771,1,0.0
772,0,0.03137916601165652
772,1,0.0
773,0,0.0
773,1,0.0
774,0,0.09523365907097213
774,1,0.0
775,0,0.014952969760919964
775,1,0.0
776,0,0.0
776,1,0.0
777,0,0.033187402336095344
777,1,0.0
778,0,0.0
778,1,0.0
779,0,0.1024168513955168
779,1,0.0
780,0,0.014952969760919964
780,1,0.0
781,0,0.0
781,1,0.0
782,0,0.03500199027461094
782,1,0.0
783,0,0.0
783,1,0.0
784,0,0.10520267402276236
784,1,0.0
785,0,0.014952969760919964
785,1,0.0
786,0,0.0
786,1,0.0
787,0,0.03682296335211924
787,1,0.0
788,0,0.0
788,1,0.0
789,0,0.10520267402276236
789,1,0.0
790,0,0.014952969760919964
790,1,0.0
791,0,0.0
791,1,0.0
792,0,0.03865035532988569
792,1,0.0
793,0,0.0
793,1,0.0
794,0,0.10520267402276236
794,1,0.0
795,0,0.014952969760919964
795,1,0.0
796,0,0.0
796,1,0.0
797,0,0.03992976191933171
797,1,0.0
798,0,0.0
798,1,0.0
799,0,0.10520267402276236
799,1,0.0
800,0,0.014952969760919964
800,1,0.0
801,0,0.0
801,1,0.0
802,0,0.038643518789368725
802,1,0.0
803,0,0.0
803,1,0.0
804,0,0.10520267402276236
804,1,0.0
805,0,0.014952969760919964
805,1,0.0
806,0,0.0
806,1,0.0
807,0,0.03681615084665543
807,1,0.0
808,0,0.0
808,1,0.0
809,0,0.10520267402276236
809,1,0.0
810,0,0.014952969760919964
810,1,0.0
811,0,0.0
811,1,0.0
812,0,0.03499520167767361
812,1,0.0
813,0,0.0
813,1,0.0
814,0,0.10520267402276236
814,1,0.0
815,0,0.014952969760919964
815,1,0.0
816,0,0.0
816,1,0.0
817,0,0.033180637522044316
817,1,0.0
818,0,0.0
818,1,0.0
819,0,0.10238984984596256
819,1,0.0
820,0,0.014952969760919964
820,1,0.0
821,0,0.0
821,1,0.0
822,0,0.03137242485573041
822,1,0.0
823,0,0.0
823,1,0.0
824,0,0.09520700824733351
824,1,0.0
825,0,0.014952969760919964
825,1,0.0
826,0,0.0
826,1,0.0
827,0,0.029570530388972043
827,1,0.0
828,0,0.0
828,1,0.0
829,0,0.0881171631938228
829,1,0.0
830,0,0.014952969760919964
830,1,0.0
831,0,0.0
831,1,0.0
832,0,0.027774921064243646
832,1,0.0
833,0,0.0
833,1,0.0
834,0,0.08111852025657011
834,1,0.0
835,0,0.014952969760919964
835,1,0.0
836,0,0.0
836,1,0.0
837,0,0.02598556405423241
837,1,0.0
838,0,0.0
838,1,0.0
